,Title,Genre,GenreCorrected,GenreListed
3175,Sea Raiders,serial,serial,['serial']
3176,The Sea Wolf,adventure,action,['action']
3177,Sergeant York,"war, biography","action, cultural",['action' 'cultural']
3178,Shadow of the Thin Man,mystery,thriller,['thriller']
3179,The Shanghai Gesture,thriller,action,['action']
3180,She Knew All the Answers,comedy,comedy,['comedy']
3181,Shining Victory,suspense,action,['action']
3182,A Shot in the Dark,drama,drama,['drama']
3183,Sierra Sue,western,action,['action']
3184,Sing Another Chorus,comedy,comedy,['comedy']
3185,The Singing Hill,western,action,['action']
3186,Six Gun Gold,western,action,['action']
3187,Six Lessons from Madame La Zonga,musical comedy,cultural comedy,['comedy' 'cultural']
3188,Sky Raiders,serial,serial,['serial']
3189,Skylark,drama,drama,['drama']
3190,The Smiling Ghost,comedy,comedy,['comedy']
3191,So Ends Our Night,drama,drama,['drama']
3192,So Long Mr. Chumps,comedy,comedy,['comedy']
3193,Some More of Samoa,comedy,comedy,['comedy']
3194,Spooks Run Wild,unknown,,[]
3195,Steel Against the Sky,drama,drama,['drama']
3196,Strange Alibi,drama,drama,['drama']
3197,Sullivan's Travels,comedy,comedy,['comedy']
3198,Sun Valley Serenade,musical,cultural,['cultural']
3199,Suspicion,thriller,action,['action']
3200,Swamp Water,drama,drama,['drama']
3201,"Tall, Dark and Handsome",comedy,comedy,['comedy']
3202,Texas,western,action,['action']
3203,That Hamilton Woman,drama,drama,['drama']
3204,That Night in Rio,musical,cultural,['cultural']
3205,That Uncertain Feeling,comedy,comedy,['comedy']
3206,They Dare Not Love,drama,drama,['drama']
3207,They Died with Their Boots On,western,action,['action']
3208,They Met in Argentina,drama,drama,['drama']
3209,They Met in Bombay,adventure,action,['action']
3210,This Woman is Mine,drama,drama,['drama']
3211,Three Girls About Town,comedy,comedy,['comedy']
3212,Tight Shoes,drama,drama,['drama']
3213,Timber,animated short,animation short,['animation' 'short']
3214,Time Out for Rhythm,musical comedy,cultural comedy,['comedy' 'cultural']
3215,"Tom, Dick and Harry",comedy,comedy,['comedy']
3216,Tortoise Beats Hare,animation,animation,['animation']
3217,The Trial of Mary Dugan,drama,drama,['drama']
3218,Two-Faced Woman,romantic comedy,romance comedy,['comedy' 'romance']
3219,Uncle Joe,comedy,comedy,['comedy']
3220,Under Age,crime,action,['action']
3221,Unfinished Business,comedy,comedy,['comedy']
3222,Virginia,drama,drama,['drama']
3223,Wabbit Twouble,animation,animation,['animation']
3224,The Wagons Roll at Night,drama,drama,['drama']
3225,Washington Melodrama,drama,drama,['drama']
3226,We Go Fast,drama,drama,['drama']
3227,Western Union,western,action,['action']
3228,White Eagle,serial,serial,['serial']
3229,Wild Geese Calling,drama,drama,['drama']
3230,The Wolf Man,horror,action,['action']
3231,A Woman's Face,drama,drama,['drama']
3232,A Yank in the RAF,"war, romance","action, romance",['action' 'romance']
3233,You Belong to Me,romantic comedy,romance comedy,['comedy' 'romance']
3234,You'll Never Get Rich,musical comedy,cultural comedy,['comedy' 'cultural']
3235,A-Haunting We Will Go,comedy,comedy,['comedy']
3236,Across the Pacific,thriller,action,['action']
3237,The Adventures of Martin Eden,drama,drama,['drama']
3238,The Adventures of Smilin' Jack,serial,serial,['serial']
3239,The Affairs of Jimmy Valentine,mystery,thriller,['thriller']
3240,The Affairs of Martha,romance,romance,['romance']
3241,Alias Boston Blackie,crime drama,action drama,['action' 'drama']
3242,Always in My Heart,drama,drama,['drama']
3243,American Empire,western,action,['action']
3244,Andy Hardy's Double Life,comedy,comedy,['comedy']
3245,Apache Trail,western,action,['action']
3246,Arabian Nights,adventure,action,['action']
3247,Army Surgeon,drama,drama,['drama']
3248,Bambi,animated,animation,['animation']
3249,The Bashful Bachelor,comedy,comedy,['comedy']
3250,The Battle of Midway,propaganda,cultural,['cultural']
3251,Bells of Capistrano,western,action,['action']
3252,Beyond the Blue Horizon,adventure,action,['action']
3253,The Big Street,drama,drama,['drama']
3254,Billy the Kid Trapped,western,action,['action']
3255,Black Dragons,sci-fi,action,['action']
3256,The Black Swan,adventure,action,['action']
3257,Blondie Goes to College,comedy,comedy,['comedy']
3258,Bombs Over Burma,war,action,['action']
3259,The Boogie Man Will Get You,horror comedy,action comedy,['action' 'comedy']
3260,Born to Sing,musical,cultural,['cultural']
3261,Boston Blackie Goes Hollywood,mystery,thriller,['thriller']
3262,Bowery at Midnight,horror,action,['action']
3263,The Bowling Alley Cat,animated short,animation short,['animation' 'short']
3264,Broadway,crime musical,action cultural,['action' 'cultural']
3265,Brooklyn Orchid,comedy,comedy,['comedy']
3266,The Bugle Sounds,war,action,['action']
3267,Bugs Bunny Gets the Boid,animated short,animation short,['animation' 'short']
3268,Busses Roar,crime drama,action drama,['action' 'drama']
3269,Cairo,musical,cultural,['cultural']
3270,Calling Dr. Gillespie,drama,drama,['drama']
3271,Call Out the Marines,drama,drama,['drama']
3272,Captains of the Clouds,war,action,['action']
3273,"Careful, Soft Shoulder",comedy,comedy,['comedy']
3274,Casablanca,"drama, romance","drama, romance",['drama' 'romance']
3275,Castle in the Desert,charlie chan,charlie chan,['chan' 'charlie']
3276,Cat People,horror,action,['action']
3277,China Girl,drama,drama,['drama']
3278,Commandos Strike at Dawn,war,action,['action']
3279,The Corpse Vanishes,horror,action,['action']
3280,Counter-Espionage,mystery,thriller,['thriller']
3281,The Courtship of Andy Hardy,comedy,comedy,['comedy']
3282,Cowboy Serenade,western,action,['action']
3283,Crossroads,mystery,thriller,['thriller']
3284,Danger in the Pacific,spy,action,['action']
3285,A Date with the Falcon,mystery,thriller,['thriller']
3286,Dawn on the Great Divide,western,action,['action']
3287,Desperate Journey,war,action,['action']
3288,Dog Trouble,animated short,animation short,['animation' 'short']
3289,Don Winslow of the Navy,serial,serial,['serial']
3290,Donald Gets Drafted,animated short,animation short,['animation' 'short']
3291,The Draft Horse,animated short,animation short,['animation' 'short']
3292,Dr. Broadway,mystery,thriller,['thriller']
3293,Dr. Gillespie's New Assistant,drama,drama,['drama']
3294,Dr. Kildare's Victory,drama,drama,['drama']
3295,Dr. Renault's Secret,horror,action,['action']
3296,Eagle Squadron,war,action,['action']
3297,Eyes in the Night,mystery,thriller,['thriller']
3298,The Falcon's Brother,mystery,thriller,['thriller']
3299,Fine Feathered Friend,animated short,animation short,['animation' 'short']
3300,Fingers at the Window,mystery,thriller,['thriller']
3301,Flight Lieutenant,drama,drama,['drama']
3302,Flying Tigers,war,action,['action']
3303,Footlight Serenade,comedy,comedy,['comedy']
3304,The Forest Rangers,drama,drama,['drama']
3305,For Me and My Gal,musical,cultural,['cultural']
3306,Fraidy Cat,animated short,animation short,['animation' 'short']
3307,Freckles Comes Home,comedy,comedy,['comedy']
3308,Fresh Hare,animated short,animation short,['animation' 'short']
3309,Friendly Enemies,drama,drama,['drama']
3310,Gang Busters,serial,serial,['serial']
3311,The Gay Sisters,drama,drama,['drama']
3312,A Gentleman After Dark,crime,action,['action']
3313,A Gentleman at Heart,comedy,comedy,['comedy']
3314,Gentleman Jim,bio-pic,cultural,['cultural']
3315,George Washington Slept Here,comedy,comedy,['comedy']
3316,Get Hep to Love,musical comedy,cultural comedy,['comedy' 'cultural']
3317,The Ghost of Frankenstein,horror,action,['action']
3318,Girl Trouble,comedy,comedy,['comedy']
3319,The Glass Key,film noir, black,['black']
3320,Grand Central Murder,mystery,thriller,['thriller']
3321,The Great Man's Lady,western,action,['action']
3322,The Great Impersonation,drama,drama,['drama']
3323,Heart of the Rio Grande,western,action,['action']
3324,Her Cardboard Lover,comedy,comedy,['comedy']
3325,Here We Go Again,comedy,comedy,['comedy']
3326,The Hidden Hand,drama,drama,['drama']
3327,Holiday Inn,musical,cultural,['cultural']
3328,Home in Wyomin',western,action,['action']
3329,I Live on Danger,suspense,action,['action']
3330,I Married a Witch,romantic comedy,romance comedy,['comedy' 'romance']
3331,In This Our Life,drama,drama,['drama']
3332,Invisible Agent,war,action,['action']
3333,Joan of Paris,war,action,['action']
3334,"Joe Smith, American",drama,drama,['drama']
3335,Johnny Doughboy,comedy,comedy,['comedy']
3336,Johnny Eager,film noir, black,['black']
3337,Journey for Margaret,drama,drama,['drama']
3338,Juke Girl,drama,drama,['drama']
3339,Jungle Book,adventure,action,['action']
3340,Junior G-Men of the Air,serial,serial,['serial']
3341,Just Off Broadway,mystery,thriller,['thriller']
3342,Kid Glove Killer,crime,action,['action']
3343,King of the Mounties,action,action,['action']
3344,Kings Row,drama,drama,['drama']
3345,Lady for a Night,drama,drama,['drama']
3346,Lady Gangster,crime,action,['action']
3347,The Lady Has Plans,comedy,comedy,['comedy']
3348,Lady in a Jam,comedy,comedy,['comedy']
3349,The Lady Is Willing,comedy,comedy,['comedy']
3350,"Larceny, Inc.",crime comedy,action comedy,['action' 'comedy']
3351,Law of the Jungle,drama,drama,['drama']
3352,Let's Get Tough!,comedy,comedy,['comedy']
3353,Life Begins at Eight-Thirty,drama,drama,['drama']
3354,The Living Ghost,suspense,action,['action']
3355,Lucky Ghost,comedy,comedy,['comedy']
3356,The Mad Monster,horror,action,['action']
3357,The Magnificent Ambersons,"drama, romance","drama, romance",['drama' 'romance']
3358,The Magnificent Dope,comedy,comedy,['comedy']
3359,The Major and the Minor,comedy,comedy,['comedy']
3360,The Male Animal,romantic comedy,romance comedy,['comedy' 'romance']
3361,The Man Who Came to Dinner,comedy,comedy,['comedy']
3362,The Man Who Returned to Life,drama,drama,['drama']
3363,Man with Two Lives,fantasy thriller,fantasy action,['action' 'fantasy']
3364,Manila Calling,drama,drama,['drama']
3365,Men of Texas,western,action,['action']
3366,Mexican Spitfire at Sea,comedy,comedy,['comedy']
3367,Miss Annie Rooney,drama,drama,['drama']
3368,Moonlight in Havana,drama,drama,['drama']
3369,Moonlight Masquerade,comedy,comedy,['comedy']
3370,The Moon and Sixpence,drama,drama,['drama']
3371,Moontide,drama,drama,['drama']
3372,Mrs. Miniver,war drama,action drama,['action' 'drama']
3373,The Mummy's Tomb,horror,action,['action']
3374,Murder in the Big House,crime,action,['action']
3375,My Favorite Blonde,comedy,comedy,['comedy']
3376,My Favorite Duck,animated comedy,animation comedy,['animation' 'comedy']
3377,My Gal Sal,musical biopic,cultural cultural,['cultural']
3378,The Mystery of Marie Roget,suspense,action,['action']
3379,The Navy Comes Through,drama,drama,['drama']
3380,Nazi Agent,spy thriller,action action,['action']
3381,'Neath Brooklyn Bridge,comedy,comedy,['comedy']
3382,Night in New Orleans,drama,drama,['drama']
3383,Night Plane from Chungking,war drama,action drama,['action' 'drama']
3384,A Night to Remember,drama,drama,['drama']
3385,Nightmare,suspense,action,['action']
3386,Northwest Rangers,drama,drama,['drama']
3387,"Now, Voyager",drama,drama,['drama']
3388,Obliging Young Lady,comedy,comedy,['comedy']
3389,Once Upon a Honeymoon,romantic comedy,romance comedy,['comedy' 'romance']
3390,One Thrilling Night,romantic comedy,romance comedy,['comedy' 'romance']
3391,On the Sunny Side,comedy,comedy,['comedy']
3392,Overland Mail,serial,serial,['serial']
3393,The Palm Beach Story,screwball comedy,screwball comedy,['comedy' 'screwball']
3394,Parachute Nurse,drama,drama,['drama']
3395,Pardon My Sarong,comedy,comedy,['comedy']
3396,Paris Calling,drama,drama,['drama']
3397,The Pay Off,crime drama,action drama,['action' 'drama']
3398,Perils of Nyoka,action adventure,action action,['action']
3399,Pierre of the Plains,adventure,action,['action']
3400,Pittsburgh,drama,drama,['drama']
3401,Powder Town,drama,drama,['drama']
3402,Prelude to War,documentary,cultural,['cultural']
3403,Private Buckaroo,musical,cultural,['cultural']
3404,Puss 'n' Toots,short animation,short animation,['animation' 'short']
3405,Random Harvest,drama,drama,['drama']
3406,Reap the Wild Wind,adventure,action,['action']
3407,The Remarkable Andrew,fantasy,fantasy,['fantasy']
3408,Reunion in France,drama,drama,['drama']
3409,Ride 'Em Cowboy,comedy,comedy,['comedy']
3410,Right to the Heart,drama,drama,['drama']
3411,Rings on Her Fingers,comedy,comedy,['comedy']
3412,Rio Rita,comedy,comedy,['comedy']
3413,Road to Happiness,drama,drama,['drama']
3414,Road to Morocco,musical comedy,cultural comedy,['comedy' 'cultural']
3415,Roxie Hart,comedy,comedy,['comedy']
3416,Rubber Racketeers,crime,action,['action']
3417,Saboteur,film noir, black,['black']
3418,Seven Days' Leave,comedy,comedy,['comedy']
3419,Seven Sweethearts,musical,cultural,['cultural']
3420,Sex Hygiene,docudrama,cultural drama,['cultural' 'drama']
3421,Sherlock Holmes and the Voice of Terror,mystery,thriller,['thriller']
3422,Ship Ahoy,musical comedy,cultural comedy,['comedy' 'cultural']
3423,Somewhere I'll Find You,romance,romance,['romance']
3424,Son of Fury: The Story of Benjamin Blake,adventure,action,['action']
3425,Song of the Islands,musical,cultural,['cultural']
3426,So's Your Aunt Emma,comedy,comedy,['comedy']
3427,The Spoilers,western,action,['action']
3428,Springtime in the Rockies,musical,cultural,['cultural']
3429,Spy Smasher,spy serial,action serial,['action' 'serial']
3430,The Squawkin' Hawk,animated short,animation short,['animation' 'short']
3431,Stand By for Action,war,action,['action']
3432,Star Spangled Rhythm,musical,cultural,['cultural']
3433,The Strange Case of Doctor Rx,drama,drama,['drama']
3434,Street of Chance,crime,action,['action']
3435,Sundown Jim,western,action,['action']
3436,Sweater Girl,musical,cultural,['cultural']
3437,"Take a Letter, Darling",comedy,comedy,['comedy']
3438,Tales of Manhattan,"drama, comedy; 6 separate stories","drama, comedy; 6 separate stories",['comedy' 'drama' 'separate' 'story']
3439,The Talk of the Town,screwball comedy,screwball comedy,['comedy' 'screwball']
3440,Tarzan's New York Adventure,adventure,action,['action']
3441,Ten Gentlemen from West Point,drama,drama,['drama']
3442,Tennessee Johnson,biography,cultural,['cultural']
3443,There's One Born Every Minute,comedy,comedy,['comedy']
3444,They All Kissed the Bride,comedy,comedy,['comedy']
3445,They Raid by Night,war,action,['action']
3446,This Above All,romance,romance,['romance']
3447,This Gun for Hire,crime drama,action drama,['action' 'drama']
3448,This Time for Keeps,comedy,comedy,['comedy']
3449,Thunder Birds,war,action,['action']
3450,To Be or Not to Be,screwball comedy,screwball comedy,['comedy' 'screwball']
3451,To the Shores of Tripoli,romantic drama,romance drama,['drama' 'romance']
3452,"Tombstone, the Town Too Tough to Die",western,action,['action']
3453,Too Many Women,comedy,comedy,['comedy']
3454,Tortilla Flat,"comedy, drama","comedy, drama",['comedy' 'drama']
3455,Treat 'Em Rough,drama,drama,['drama']
3456,Tulips Shall Grow,animated short,animation short,['animation' 'short']
3457,The Tuttles of Tahiti,adventure,action,['action']
3458,Twin Beds,comedy,comedy,['comedy']
3459,The Undying Monster,horror,action,['action']
3460,The Wabbit Who Came to Supper,animated,animation,['animation']
3461,Wake Island,war drama,action drama,['action' 'drama']
3462,The War Against Mrs. Hadley,drama,drama,['drama']
3463,We Are the Marines,war documentary,action cultural,['action' 'cultural']
3464,We Were Dancing,comedy,comedy,['comedy']
3465,Western Mail,western,action,['action']
3466,West of Tombstone,western,action,['action']
3467,What's Cookin'?,musical,cultural,['cultural']
3468,White Cargo,melodrama,drama,['drama']
3469,Who Done It?,comedy,comedy,['comedy']
3470,Wild Bill Hickok Rides,western,action,['action']
3471,Wings for the Eagle,drama,drama,['drama']
3472,Woman of the Year,romantic comedy,romance comedy,['comedy' 'romance']
3473,Wood for War,propaganda short,cultural short,['cultural' 'short']
3474,Wrecking Crew,drama,drama,['drama']
3475,X Marks the Spot,drama,drama,['drama']
3476,Yankee Doodle Dandy,biography,cultural,['cultural']
3477,A Yank in Libya,spy,action,['action']
